ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,va Cell Phone,Response ID,Timestamp MM/dd/yyyy,Custom Variable 1,Custom Variable 2,Custom Variable 3,Custom Variable 4,Respondent Email,Region,How many people are in the veterans household including the veteran,Veterans First Name if first name is not provided  please type,Veterans Email Address yourname.com,Cell Phone XXX-XXX-XXXX 1-999-999-9999,UserAgent,Q_URL,Q35,QIS,QIVA,Q1,Q2,Q3,Q4,Q5,Q6,Q7,F37,Q8 into,Q8.1-1a,Q8.1-1b,Q8.1-1c_1,Q8.2-2a,Q8.2-2b,Q8.2-2c_1,Q8.3-a_1,Q8.3-a_2,Q8.3-a_3,Q8.3-a_4,Q8.3-a_5,Q8.3-a_6,Q8.3-a_7,Q8.3-a_8,Q8.3-b_1,Q8.3-b_2,Q8.3-b_3,Q8.3-b_4,Q8.3-b_5,Q8.3-b_6,Q8.3-b_7,Q8.3-b_8,Q8.3-c_1,Q8.3-c_2,Q8.3-c_3,Q8.3-c_4,Q8.3-c_5,Q8.3-c_6,Q8.3-c_7,Q8.3-c_8,Q8.4-a_1,Q8.4-a_2,Q8.4-a_3,Q8.4-a_4,Q8.4-a_5,Q8.4-a_6,Q8.4-a_6_TEXT,Q8.4-b_1,Q8.4-b_2,Q8.4-b_3,Q8.4-b_4,Q8.4-b_5,Q8.4-b_6,Q8.4-b_6_TEXT,Q8.4-c_1,Q8.4-c_2,Q8.4-c_3,Q8.4-c_4,Q8.4-c_5,Q8.4-c_6,Q8.4-c_6_TEXT,Q15,Q16,Q17,Q18,Negative,date range
2616,Default Response Set,,9/18/16 4:44,9/18/16 4:52,,,,,0,1,,,,KI BOIS Community Action Foundation Inc.,14-OK-270,,,,OK,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,2,2,,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,,,,,,,,5,1,1,1,2,1,2,,1,1,1,2,1,2,,5,5,5,,5,,,2,1,1,1,,9/30/2016
2617,Default Response Set,,9/18/16 14:17,9/18/16 14:24,,,,,0,1,,,,Elle Foundation,14-LA-207,,,,LA,,,,,,,1,1,1,3,3,4,4,1,1,,,1,1,1,4,1,2,,1,2,1,1,2,2,2,1,,,,,,,,,,,,,,,,,1,1,1,2,2,,,,,,,,,,,,,,,,,1,2,2,,,9/30/2016
2618,Default Response Set,,9/18/16 19:04,9/18/16 19:10,,,,,0,1,,,,North Dakota Coalition of Homeless People  Inc.,12-ND-051,,,,ND,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,1,2,2,2,2,2,,1,2,2,2,2,2,,5,,,,,,,2,1,1,2,,9/30/2016
2619,Default Response Set,,9/7/16 22:55,9/18/16 19:43,,,,,0,1,,,,American GI Forum National Veterans Outreach Program  Inc.,14-TX-292,,,,TX,,,,,,,1,1,1,2,,2,3,2,,,,1,1,2,,2,2,,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,,,,,,,,2,1,1,1,2,2,2,,2,2,2,2,2,2,,,,,,,,,1,1,,,,9/30/2016
2620,Default Response Set,,9/19/16 10:09,9/19/16 10:15,,,,,0,1,,,,Housing Counseling Services,14-ZZ-313,,,,DC,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,,1,,,,,,,,1,,1,,,,,,5,,5,,,,1,1,1,,,,,1,1,1,,,,,5,5,5,,,,,1,2,2,,,9/30/2016
2622,Default Response Set,,9/19/16 10:54,9/19/16 10:59,,,,,0,1,,,,Vietnam Veterans of California  Inc. (Sacramento Veterans Resource),16-CA-009,,,,CA,,,,,,,1,1,1,4,4,4,4,2,,,,1,1,1,4,2,2,,2,,1,,,,,,2,,,,1,2,2,2,,,,,3,,,,1,1,1,2,2,2,,1,1,1,2,2,2,,5,,,,,,,1,2,2,,,9/30/2016
2623,Default Response Set,,9/19/16 11:00,9/19/16 11:08,,,,,0,1,,,,Veterans Outreach Center  Inc.,16-NY-057,,,,NY,,,,,,,1,1,1,4,4,5,4,2,,,,1,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,2,2,2,2,2,2,,,,,,,,,2,1,1,2,,9/30/2016
2624,Default Response Set,,9/19/16 11:02,9/19/16 11:11,,,,,0,1,,,,Volunteers of America of the Carolinas  Inc.,16-NC-237,,,,GA,,,,,,,1,1,1,3,4,4,4,2,,,,1,1,1,3,1,1,3,1,,,,,,,1,1,,,,,,,,3,,,,,,,,1,1,1,1,1,,,,,1,,,,,,,2,,,,,2,1,1,1,,9/30/2016
2625,Default Response Set,,9/19/16 11:04,9/19/16 11:33,,,,,0,1,,,,Catholic Charities  Inc. (Diocese of Jackson),14-MS-234,,,,MS,,,,,,,1,3,1,5,4,5,4,1,1,,,1,1,1,5,1,1,4,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,3,,,3,2,,,4,1,1,1,1,1,,,1,2,2,2,2,,,3,,,,,,,2,1,1,2,,9/30/2016
2626,Default Response Set,,9/19/16 12:31,9/19/16 12:35,,,,,0,1,,,,Veterans Outreach Center  Inc.,16-NY-057,,,,NY,,,,,,,1,2,1,4,4,5,4,2,,,,1,1,1,4,1,2,,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,,,,,,,,,2,1,2,2,2,2,,2,1,2,2,2,2,,,5,,,,,,1,2,2,,,9/30/2016
2627,Default Response Set,,9/19/16 15:57,9/19/16 16:01,,,,,0,1,,,,United States Veterans Initiative,14-AZ-159,,,,AZ,,,,,,,1,1,2,5,4,5,4,1,1,,,1,1,1,4,1,1,4,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,,,,3,,,,1,2,2,2,2,2,,2,2,2,2,2,2,,,,,,,,,1,2,2,,,9/30/2016
2628,Default Response Set,,9/19/16 16:05,9/19/16 16:12,,,,,0,1,,,,WestCare Pacific Islands  Inc.,15-GU-326,,,,0,,,,,,,1,1,1,1,3,2,3,1,1,,,1,1,2,,1,2,,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,,,3,,,,4,1,1,1,1,1,1,,2,2,2,2,2,2,,,,,,,,,2,1,1,2,,9/30/2016
2629,Default Response Set,,9/19/16 16:31,9/19/16 17:28,,,,,0,1,,,,United Way of Central Alabama,14-ZZ-153,,,,AL,,,,,,,1,1,1,4,4,5,4,2,,,,1,1,1,5,1,1,4,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,4,,,,,4,,,2,1,2,2,2,2,,2,1,2,2,2,2,,,4,,,,,,1,2,2,,,9/30/2016
2630,Default Response Set,,9/19/16 20:34,9/19/16 20:57,,,,,0,1,,,,Community Link Programs of Travelers Aid Society of Central Carolinas  Inc.,14-NC-236,,,,NC,,,,,,,1,1,1,4,4,4,4,1,1,,,1,1,1,4,1,2,,1,2,1,2,1,2,2,1,1,2,1,2,1,2,2,1,4,,3,,4,,,4,1,1,2,1,2,2,,1,2,2,2,2,2,,4,,,,,,,1,1,1,1,,9/30/2016
2631,Default Response Set,,9/20/16 7:00,9/20/16 7:23,,,,,0,1,,,,United Way of Forsyth County  Inc.,12-NC-049,,,,NC,,,,,,,1,1,1,3,2,1,2,1,2,,,1,2,1,2,1,2,,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,,,1,1,1,,,1,1,1,1,1,,,2,2,2,2,2,,,,,,,,,,1,2,1,,,9/30/2016
2632,Default Response Set,,9/20/16 9:56,9/20/16 9:59,,,,,0,1,,,,Caritas of Austin,12-TX-072,,,,TX,,,,,,,1,1,1,1,2,1,2,2,,,,1,2,2,,1,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,1,1,1,1,1,,,2,2,2,2,2,2,,,,,,,,,3,1,1,1,,9/30/2016
2633,Default Response Set,,9/20/16 10:13,9/20/16 10:21,,,,,0,1,,,,The Alston Wilkes Society (AWS  Alston Wilkes Veterans Home),13-ZZ-134,,,,SC,,,,,,,1,1,1,1,1,1,1,1,2,,,1,1,1,2,1,2,,1,2,2,1,1,1,2,2,,,,,,,,,,,,,,,,,1,1,1,1,1,2,,,,,,,,,,,,,,,,1,2,2,,,9/30/2016
2634,Default Response Set,,9/20/16 10:13,9/20/16 10:21,,,,,0,1,,,,Volunteers of America of Los Angeles  Inc.,14-CA-176,,,,CA,,,,,,,1,4,2,5,4,5,4,2,,,,1,2,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,2,2,2,2,,5,5,,,,,,1,1,2,,,9/30/2016
2635,Default Response Set,,9/20/16 10:08,9/20/16 10:57,,,,,0,1,,,,Community Action Partnership,14-ZZ-321,,,,,,,,,,,1,1,1,3,3,3,2,2,,,,1,1,1,3,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,,2,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,9/30/2016
2636,Default Response Set,,9/20/16 11:00,9/20/16 11:07,,,,,0,1,,,,Berkeley Food and Housing Project,14-CA-175,,,,CA,,,,,,,1,1,2,5,4,5,4,1,1,,,1,1,1,5,1,1,4,1,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,,5,3,,,,,3,1,1,1,1,1,2,,2,2,2,2,2,2,,,,,,,,,3,1,1,2,,9/30/2016
2637,Default Response Set,,9/20/16 11:01,9/20/16 11:08,,,,,0,1,,,,Family Endeavors  Inc.,14-AL-155,,,,TX,,,,,,,1,,1,5,4,4,4,2,,,,1,1,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,3,1,2,,,9/30/2016
2638,Default Response Set,,9/20/16 11:04,9/20/16 11:08,,,,,0,1,,,,"Salvation Army, a Georgia Corporation",13-FL-098,,,,FL,,,,,,,1,1,2,4,4,5,4,1,1,,,1,2,1,4,1,2,,2,,,,,,,,2,2,2,2,2,2,2,1,,,,,,,,4,1,1,,,,,,1,1,,,,,,4,4,,,,,,1,1,2,,,9/30/2016
2639,Default Response Set,,9/20/16 10:57,9/20/16 11:17,,,,,0,1,,,,United Way of Central Alabama,14-ZZ-153,,,,AL,,,,,,,1,2,1,2,4,4,4,1,1,,,1,1,1,5,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,5,,,,,,,,1,2,2,2,1,1,,1,2,2,2,1,1,,2,,,,,6,,1,1,1,2,,9/30/2016
2640,Default Response Set,,9/20/16 11:19,9/20/16 11:22,,,,,0,1,,,,Soldier On of Delaware  Inc.,14-MS-233,,,,LA,,,,,,,1,1,2,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,,,5,,,,,5,1,1,1,1,1,1,,2,2,2,2,2,2,,,,,,,,,1,2,2,,,9/30/2016
2641,Default Response Set,,9/20/16 11:38,9/20/16 11:49,,,,,0,1,,,,"Family Endeavors, Inc.",16-TX-074,,,,TX,,,,,,,1,3,1,2,1,2,1,2,,,,1,1,2,,2,2,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,,,,,,,2,1,1,1,1,2,2,,2,2,2,2,2,2,,,,,,,,,4,1,2,,,9/30/2016
2643,Default Response Set,,9/20/16 14:01,9/20/16 14:07,,,,,0,1,,,,"Society of St. Vincent de Paul, South Pinellas, Inc.",C15-FL-502A,,,,FL,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,4,2,2,,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,,,3,,4,,,4,1,1,1,2,2,2,,1,1,1,2,2,2,,5,5,5,,,,,1,1,1,2,,9/30/2016
2644,Default Response Set,,9/20/16 17:13,9/20/16 17:43,,,,,0,1,,,,Veterans Multi-Service,16-ZZ-278,,,,NJ,,,,,,,1,2,1,2,2,1,2,2,,,,1,1,2,,2,2,,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,1,1,1,1,2,2,,2,2,2,1,2,2,,,,,5,,,,2,1,1,2,X,9/30/2016
2645,Default Response Set,,9/20/16 19:53,9/20/16 19:58,,,,,0,1,,,,Family Endeavors  Inc.,14-AL-155,,,,TX,,,,,,,1,3,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,,,,5,,,,1,2,1,2,2,2,,1,2,1,2,2,2,,5,,5,,,,,2,2,2,,,9/30/2016
2646,Default Response Set,,9/20/16 22:06,9/20/16 22:17,,,,,0,1,,,,Vietnam Veterans Workshop Inc.,14-MA-211,,,,MD,,,,,,,1,1,1,2,2,3,2,2,,,,1,1,1,4,1,2,,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,,,,,,,,4,1,,1,1,1,,,2,2,2,2,2,2,,,,,,,,,2,1,2,,,9/30/2016
2647,Default Response Set,,9/21/16 7:35,9/21/16 7:39,,,,,0,1,,,,Volunteers of America of Greater Ohio,14-OH-269,,,,OH,,,,,,,1,1,1,1,1,1,1,2,,,,1,1,1,1,1,2,,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,,,,,,,,,1,1,1,1,1,2,,1,2,2,2,2,2,,1,,,,,,,2,1,2,,X,9/30/2016
2648,Default Response Set,,9/21/16 12:45,9/21/16 12:50,,,,,0,1,,,,Center for Veterans Issues  Ltd.,12-WI-080,,,,WI,,,,,,,1,1,1,4,4,4,3,1,2,,,1,1,1,5,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,1,1,2,2,2,2,,1,2,2,2,2,2,,3,,,,,,,1,1,2,,,9/30/2016
2649,Default Response Set,,9/21/16 13:08,9/21/16 13:11,,,,,0,1,,,,Maumee Valley Guidance Center,13-OH-124,,,,OH,,,,,,,1,1,1,5,4,5,4,1,1,,,1,2,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,2,,,,,,,,,1,2,2,,,9/30/2016
2650,Default Response Set,,9/21/16 16:19,9/21/16 16:25,,,,,0,1,,,,Virginia Supportive Housing,12-VA-077,,,,VA,,,,,,,1,4,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,1,,1,1,,1,1,1,1,,1,1,,1,5,5,5,,5,5,,5,1,1,1,2,1,,,1,2,2,2,2,2,,5,,,,,,,2,1,1,2,,9/30/2016
2651,Default Response Set,,9/21/16 16:36,9/21/16 16:41,,,,,0,1,,,,Virginia Supportive Housing,12-VA-077,,,,VA,,,,,,,1,1,2,5,4,5,4,1,,,,1,2,1,4,1,1,4,,,,,,,,1,,,,,,,,1,,,,,,,,4,1,1,1,1,1,,,1,1,1,1,1,,,5,5,5,5,5,,,2,2,1,2,,9/30/2016
2652,Default Response Set,,9/21/16 16:45,9/21/16 16:53,,,,,0,1,,,,Berkeley Food and Housing Project,14-CA-175,,,,CA,,,,,,,1,1,1,5,4,5,4,1,,,,1,1,1,5,1,1,5,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,,5,5,5,5,,,5,1,1,1,1,1,1,,2,2,2,2,2,2,,,,,,,,,4,1,2,,,9/30/2016
2653,Default Response Set,,9/21/16 17:06,9/21/16 17:12,,,,,0,1,,,,Society of St. Vincent de Paul  South Pinellas  Inc.,16-FL-099,,,,FL,,,,,,,1,1,1,4,3,4,3,2,,,,1,1,1,3,1,2,,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,,,3,2,2,,,1,1,1,1,2,,,1,1,1,1,2,,,3,3,3,2,,,,1,2,2,,,9/30/2016
2654,Default Response Set,,9/21/16 17:18,9/21/16 17:31,,,,,0,1,,,,United Way of Central Indiana  Inc.,12-IN-035,,,,IN,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,2,1,1,2,2,1,,,,,,,,,,,,,,,,,1,1,1,2,2,2,,1,1,1,2,2,2,,5,5,5,,,,,3,2,2,,,9/30/2016
2656,Default Response Set,,9/21/16 19:32,9/21/16 19:42,,,,,0,1,,,,ReStart  Inc.,C15-MO-604B,,,,MO,,,,,,,1,3,2,1,1,1,1,1,1,,,1,1,2,,1,2,,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,,,,,,,,,1,1,1,1,1,,,2,2,2,2,2,,,,,,,,,,1,2,1,1,X,9/30/2016
2657,Default Response Set,,9/22/16 4:50,9/22/16 4:56,,,,,0,1,,,,Impact Services Corporation,C15-PA-500A,,,,PA,,,,,,,1,2,1,4,4,5,4,1,1,,,1,1,1,5,1,1,4,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,3,,3,,,,,3,1,1,1,1,1,,,1,1,1,2,1,,,4,4,5,,4,,,1,1,2,,,9/30/2016
2658,Default Response Set,,9/22/16 8:35,9/22/16 8:39,,,,,0,1,,,,"Shelter, Inc. of Contra Costa County",12-CA-016,,,,CA,,,,,,,1,4,1,1,1,1,1,1,2,,,1,1,2,,1,2,,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,3,3,,,,,,,1,1,1,1,1,,,2,2,2,2,1,,,,,,,2,,,4,1,1,2,,9/30/2016
2659,Default Response Set,,9/22/16 11:16,9/22/16 11:21,,,,,0,1,,,,Volunteers of America Northern Rockies,C2015-MT-500B,,,,MT,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,5,5,,5,,5,,,1,2,1,2,2,2,,1,2,1,2,2,2,,5,,5,,,,,2,2,2,,,9/30/2016
2660,Default Response Set,,9/22/16 13:06,9/22/16 13:14,,,,,0,1,,,,Central Oregon Veterans Outreach,13-OR-126,,,,OR,,,,,,,1,1,1,5,3,4,3,1,2,,,1,1,1,4,2,2,,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,4,,,,4,,,4,1,1,1,1,2,,,,,,,,,,,,,,,,,3,1,2,,,9/30/2016
2661,Default Response Set,,9/22/16 13:21,9/22/16 13:25,,,,,0,1,,,,United Way of Forsyth County  Inc.,12-NC-049,,,,NC,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,,,5,,5,,,5,1,1,2,2,2,2,,1,1,2,2,2,2,,5,5,,,,,,2,1,1,2,,9/30/2016
2662,Default Response Set,,9/22/16 15:48,9/22/16 16:01,,,,,0,1,,,,Community Link Programs of Travelers Aid Society of Central Carolinas  Inc.,14-NC-236,,,,NC,,,,,,,1,3,1,1,2,1,2,1,2,,,1,1,,,1,,,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,3,3,2,1,,,3,1,1,1,1,1,2,,2,1,1,1,1,,,,1,3,3,3,,,2,1,2,,X,9/30/2016
2663,Default Response Set,,9/22/16 16:04,9/22/16 16:10,,,,,0,1,,,,One-Eighty Place (formerly Crisis Ministries),C2015-SC-502B,,,,SC,,,,,,,1,2,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,5,,,,5,,,5,1,1,1,2,1,2,,1,1,1,2,1,2,,5,5,5,,5,,,1,2,2,,,9/30/2016
2664,Default Response Set,,9/22/16 16:14,9/22/16 16:21,,,,,0,1,,,,1736 Family Crisis Center,14-CA-324,,,,CA,,,,,,,1,1,1,3,2,2,2,2,,,,1,1,2,,1,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,3,1,1,1,1,1,,,2,2,2,2,2,,,,,,,,,,1,2,2,,,9/30/2016
2665,Default Response Set,,9/22/16 16:31,9/22/16 16:39,,,,,0,1,,,,KI BOIS Community Action Foundation Inc.,14-OK-270,,,,OK,,,,,,,1,1,2,4,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,2,1,1,2,2,1,1,1,2,1,1,2,2,2,5,5,,5,5,,,,1,1,1,2,1,2,,1,1,1,2,1,2,,5,5,5,,5,,,1,2,2,,,9/30/2016
2666,Default Response Set,,9/22/16 18:39,9/22/16 18:46,,,,,0,1,,,,Rocky Mountain Human Services (dba Denver Options  Inc.),12-ZZ-020,,,,CO,,,,,,,1,1,1,2,2,2,2,2,,,,1,1,,,1,,,1,1,,1,1,,,1,1,2,2,2,2,,,2,2,,,,,,,,1,1,1,1,,,,2,2,2,2,2,,,,,,,,,,4,1,1,2,,9/30/2016
2667,Default Response Set,,9/22/16 20:58,9/22/16 21:03,,,,,0,1,,,,One-Eighty Place (formerly Crisis Ministries),12-SC-069,,,,SC,,,,,,,1,1,2,4,4,4,4,1,1,,,1,1,1,4,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,,4,4,4,4,4,4,,,1,1,1,1,1,1,,1,1,1,1,1,1,,4,4,4,4,4,4,,1,1,2,,,9/30/2016
2668,Default Response Set,,9/22/16 23:45,9/23/16 0:05,,,,,0,1,,,,Advocate Program  Inc.,12-FL-024,,,,FL,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,5,5,5,5,5,5,,5,1,1,1,1,1,,,1,1,1,1,1,2,,5,5,5,5,5,,,2,2,1,1,,9/30/2016
2669,Default Response Set,,9/22/16 16:02,9/23/16 6:16,,,,,0,1,,,,Society of St. Vincent de Paul  South Pinellas  Inc.,C15-FL-502A,,,,FL,,,,,,,1,4,1,5,4,5,4,1,1,,,1,1,1,5,1,2,,1,2,2,1,1,1,2,2,1,2,2,2,1,2,2,1,4,,,,4,,,4,1,1,1,1,2,2,,1,1,1,1,2,2,,5,5,5,5,,,,2,2,2,,,9/30/2016
2670,Default Response Set,,9/23/16 11:49,9/23/16 11:56,,,,,0,1,,,,Center for Veterans Issues  Ltd.,C15-WI-501A,,,,WI,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,,,5,,5,,,5,1,2,2,2,2,2,,1,2,2,2,2,2,,5,,,,,,,1,2,2,,,9/30/2016
2671,Default Response Set,,9/23/16 12:36,9/23/16 12:43,,,,,0,1,,,,Volunteers of America Northern Rockies,16-WY-342,,,,WY,,,,,,,1,1,1,2,3,3,2,1,1,,,1,1,1,4,1,2,,1,,,1,,,,1,2,,,1,,,,1,,,,3,,,,5,1,,1,,,,,1,,1,,,,,5,,5,,,,,2,2,2,,,9/30/2016
2672,Default Response Set,,9/23/16 13:06,9/23/16 13:15,,,,,0,1,,,,"Community Support Services, Inc.",14-OH-267,,,,OH,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,4,1,1,4,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,4,3,2,3,2,,,4,1,1,1,1,2,2,,1,1,1,2,2,1,,4,4,4,,,2,,1,1,2,,,9/30/2016
2673,Default Response Set,,9/23/16 16:21,9/23/16 16:29,,,,,0,1,,,,Indianhead Community Action Agency,14-WI-302,,,,WI,,,,,,,1,1,2,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,1,2,1,2,2,1,2,1,2,2,1,2,2,1,,5,,,5,,,4,1,1,1,1,2,2,,1,1,1,2,2,2,,5,5,5,,,,,2,1,1,,,9/30/2016
2674,Default Response Set,,9/23/16 17:52,9/23/16 17:58,,,,,0,1,,,,Veterans Multi-Service,15-PA-334,,,,PA,,,,,,,1,2,1,5,4,5,4,1,1,,,1,1,1,5,2,2,,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,,,5,,5,,,,1,2,1,2,2,2,,1,2,1,2,2,2,,5,,5,,,,,1,2,2,,,9/30/2016
2675,Default Response Set,,9/23/16 18:05,9/23/16 18:09,,,,,0,1,,,,Volunteers of America of the Carolinas  Inc.,C15-NC-507A,,,,NC,,,,,,,1,1,1,5,4,4,4,1,1,,,1,1,1,5,2,1,4,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,1,,5,5,,5,,,5,1,1,1,2,2,2,,1,1,1,2,2,2,,5,5,5,,,,,1,2,2,,,9/30/2016
2676,Default Response Set,,9/23/16 19:34,9/23/16 19:41,,,,,0,1,,,,ReStart  Inc.,C15-KS-501A,,,,KS,,,,,,,1,1,2,4,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1,,5,,5,5,,,5,1,1,1,1,1,2,,1,1,1,1,1,2,,5,5,5,5,5,,,1,2,1,1,,9/30/2016
2677,Default Response Set,,9/24/16 4:08,9/24/16 4:11,,,,,0,1,,,,Columbus House  Inc.,14-CT-178,,,,CT,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4,4,,,,,,,1,1,1,1,2,2,,1,1,1,1,2,2,,5,5,5,5,,,,2,2,2,,,9/30/2016
2678,Default Response Set,,9/24/16 16:35,9/24/16 16:42,,,,,0,1,,,,Midwest Shelter for Homeless Veterans  Inc.,14-IL-196,,,,IL,,,,,,,1,1,1,3,3,3,3,1,2,,,1,1,1,5,2,2,,,,,,,,,1,2,2,2,2,2,2,2,1,,,,,,,,5,1,2,1,1,1,2,,1,2,1,2,1,2,,5,,5,,5,,,2,2,2,,,9/30/2016
2680,Default Response Set,,9/24/16 23:55,9/25/16 0:03,,,,,0,1,,,,Veterans Northeast Outreach Center  Inc.,14-MA-209,,,,MA,,,,,,,1,1,1,4,3,3,3,2,,,,1,2,1,3,1,1,4,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,3,,,,,,,2,1,1,1,1,1,,,2,2,2,2,1,,,,,,,2,,,4,2,1,2,X,9/30/2016
2681,Default Response Set,,9/25/16 0:28,9/25/16 0:54,,,,,0,1,,,,New Vision House of Hope  Inc.,14-MD-215,,,,MD,,,,,,,1,1,2,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,,,5,5,5,,,5,1,2,2,2,1,,,1,2,2,2,1,,,5,,,,5,,,1,2,2,,,9/30/2016
2682,Default Response Set,,9/25/16 10:16,9/25/16 10:18,,,,,0,1,,,,Veterans  Inc.,12-ZZ-041,,,,ME,,,,,,,1,2,1,5,4,5,4,1,1,,,1,1,1,5,2,,,,,,,,,,1,,,,,,,,1,,,,,,,,5,1,,1,,,,,1,,1,,,,,5,,5,,,,,1,2,2,,,9/30/2016
2685,Default Response Set,,9/25/16 17:09,9/25/16 17:15,,,,,0,1,,,,Volunteers of America Michigan,C15-MI-501A,,,,MI,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,2,,,,,,,1,,,,2,2,2,2,1,2,2,2,,,,,5,,,,1,2,2,2,2,,,1,2,2,2,2,,,5,,,,,,,2,1,2,,,9/30/2016
2687,Default Response Set,,9/26/16 10:50,9/26/16 11:09,,,,,0,1,,,,Carrfour Supportive Housing  Inc.,12-FL-025,,,,FL,,,,,,,1,4,1,5,4,5,4,1,1,,,1,1,1,5,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,,,,5,,,,,1,1,,,,,2,1,1,2,2,2,,,5,5,,,,,1,1,1,2,,9/30/2016
2688,Default Response Set,,9/26/16 11:14,9/26/16 11:19,,,,,0,1,,,,Chautauqua Opportunities  Inc.,15-ZZ-340,,,,PA,,,,,,,1,1,2,5,4,5,4,1,1,,,1,1,1,5,1,2,,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,,,4,5,5,,,5,1,1,1,1,2,2,,1,1,1,1,2,2,,5,5,5,4,,,,1,1,1,1,,9/30/2016
